FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
NA20539	NA20539	-0.0558652	-0.1958284	0.0356416	0.04224034	0.08473935	0.003363451	-0.002312769	0.004389734	-0.001252587	-0.01571894	0.01147452	-0.0002861613	0.007260669	0.01737962	-0.002106603	-0.07551795	-0.003273057	0.004681946	-0.006823815	-0.01569476	-0.008727597	-0.003880246	0.009964746	0.02172954	0.005782342	-0.02600711	0.003277687	0.02614621	-0.01626804	0.007521698
NA20540	NA20540	-0.06147935	-0.1923538	0.03665056	0.03976645	0.07776275	-0.005546769	0.003160392	-0.01393333	-0.01475731	-7.675824e-05	0.003481952	-0.005488161	-0.01408997	0.007842639	-0.000215488	-0.06938738	-0.01704926	0.0008313303	-0.02026038	0.001517699	0.0183844	0.01142731	-0.01294929	-0.007067177	-0.01030343	0.005791059	-0.001322816	0.008218377	-0.009249906	0.01559462
NA20541	NA20541	-0.06506026	-0.1960355	0.0431592	0.03706997	0.08812135	0.01305011	0.003448351	-0.001690315	-0.001925362	0.007423809	-0.01277691	0.0117385	4.969749e-05	0.006351459	-0.007054938	-0.08824749	-0.01719814	0.01752816	0.009943264	0.008410191	0.006969301	0.006394564	-0.01857114	0.00388426	-0.003952872	-0.004065767	-0.0007531241	-0.01214562	-0.01895736	-0.01791345
NA20542	NA20542	-0.05867301	-0.1798205	0.03951926	0.03338364	0.07999472	0.002926651	0.01084884	0.00220432	0.002009036	0.004872824	0.0001051335	0.002948229	0.01479313	0.01483453	0.000983344	-0.05479937	0.01451923	-0.004764686	-0.01549359	0.009612664	0.003587487	0.01462077	0.00906166	0.0214571	0.03393448	0.004207852	0.0322763	0.01596199	-0.00539456	-0.002747027
NA20543	NA20543	-0.06124779	-0.1901757	0.04042551	0.03963133	0.08884505	0.0004336278	-0.0009211912	-0.0003966644	-0.00407962	0.005955987	0.003746791	0.009097198	-0.006854217	-0.006250147	-0.005084414	-0.05765542	0.004828836	-0.00295997	-0.01159179	-0.017928	-0.02728022	-0.0108239	-0.02024446	0.02208359	0.0186744	-0.01935039	0.003068526	0.01510502	-0.01942127	0.007016526
NA20544	NA20544	-0.06197366	-0.1866588	0.03409528	0.03958225	0.08871953	-0.01093861	0.0001833687	-0.007286793	-0.005648182	0.002334972	-0.003326413	-0.001077817	-0.01082986	0.0148065	-0.00889279	-0.07817954	-0.002137773	0.0006450802	0.01217249	-0.0009504957	-0.005913729	-0.009081102	-0.007685404	0.005450254	0.001739004	-0.001343019	-0.003510065	0.02497681	-0.01564217	0.004033526
NA20581	NA20581	-0.05737981	-0.1926706	0.04359649	0.0347183	0.09413261	0.009945716	-0.007621752	0.00417817	-0.005339031	0.00244247	-0.0004855857	0.003920184	-0.005956295	-0.001229659	-0.00899642	-0.0655314	-0.01091304	-0.001979226	-0.0100317	-0.02375653	-0.009987589	0.003122845	-0.006939015	0.02606351	0.005317594	0.007874936	-0.002785377	-0.001405364	0.007791234	0.0002758116
NA20582	NA20582	-0.05811941	-0.180918	0.04422339	0.03705574	0.07640827	-0.005060974	-0.006549276	-0.003511792	-0.01199326	-0.0006023195	-0.002802415	-0.0009023493	-0.009276379	0.02983215	-0.005232101	-0.06656225	0.00367504	0.0137863	-0.00369297	0.008420061	0.01250725	-0.006823214	0.01422874	0.005906624	-0.008066852	0.0181964	0.0004421889	0.03106433	-0.01198809	0.01499403
NA20585	NA20585	-0.05649542	-0.1847234	0.04802259	0.03857017	0.08808382	-0.005007823	0.002467461	0.0002119543	-0.005463273	0.0006973703	0.009956436	0.009813992	-0.007307487	0.01419137	-0.006122484	-0.06938013	-0.002676352	-0.01370249	-0.002494732	0.01122742	-0.007112268	-0.02302894	-0.01191774	-0.0002016443	0.007698652	0.0007544783	0.007337419	0.02277949	0.006101273	-0.02624046
NA20586	NA20586	-0.06758544	-0.1921091	0.03977183	0.03847198	0.08798223	-0.0005015371	0.009938285	-0.001441795	-0.006595821	0.009681981	0.0005559224	-0.004892368	0.00161981	0.01269614	3.642753e-05	-0.08075258	0.007532158	0.01103557	-0.003273018	-0.01878678	-0.01214377	-0.009345773	-0.01459762	0.0087166	-0.01559987	-0.01121878	-0.008432015	0.01700411	-0.008679022	-0.008090797
NA20587	NA20587	-0.05094199	-0.1872364	0.04247466	0.0424522	0.08707827	0.009220584	-0.01071413	-0.002489814	-0.009629193	0.007240702	-0.005748056	0.009022229	-0.006019389	-0.003908279	-0.003410001	-0.06106826	0.007113309	0.008664259	-0.008078583	0.0188687	0.01161608	-0.005625445	0.002627162	-0.000990039	-0.006294738	-0.009898451	0.0166673	-0.01299788	0.005519392	0.00834557
NA20588	NA20588	-0.0626734	-0.1849463	0.04348363	0.03609751	0.08507127	0.009460953	-0.0003758737	0.002518296	-0.001957579	-0.0005107852	-0.00615357	-0.0014585	-0.004670349	0.0123717	0.004614732	-0.07282687	-0.005124075	0.009585733	0.01405837	-0.005157634	-0.01127359	0.004134074	-0.0040901	0.00852447	0.006133623	-0.003448808	0.01229587	0.01252334	-0.006267169	-0.002253772
NA20589	NA20589	-0.06579599	-0.1883034	0.03956363	0.03603179	0.09172019	0.007318894	0.009303422	-0.01793768	-0.01256522	0.006834539	0.007055993	0.003320101	-0.008293305	-0.006128075	-0.0008445941	-0.08434048	-0.01680548	0.005986842	0.00578879	-0.00645345	0.00395283	0.004680883	-0.002068061	0.01250208	-8.620493e-05	0.006688245	0.008532141	0.01132856	-0.01707859	0.02569808
NA20752	NA20752	-0.05916087	-0.1874569	0.0426986	0.0428034	0.08319347	0.0004791073	-0.00580022	-0.003924383	-0.005227192	-0.004323761	0.0005484965	0.01273125	-0.002157046	0.01368608	0.006159991	-0.0844338	-0.0005847202	-0.006803389	0.02429773	-0.02136358	-0.01107619	-0.002180457	0.008257501	-0.01896687	-0.005891542	-0.003532553	0.000468641	-0.002490568	-0.0006144249	-0.006715791
NA20753	NA20753	-0.06181976	-0.1829532	0.0381226	0.04763854	0.09069831	-0.001439917	0.002519041	0.01054468	-0.00210384	-0.002626524	-0.004319675	0.01508859	0.003762379	-0.002244625	-0.01979996	-0.08980651	-0.007355799	0.00872626	-0.00911175	-0.004383763	-0.004862421	-0.0008084728	-0.01137963	0.007641665	0.008732957	-0.01511753	-0.002015111	0.01803692	-0.026228	-0.005036991
NA20754	NA20754	-0.06307531	-0.1818659	0.03990994	0.0318776	0.09388135	0.003862086	-0.01074672	0.0121629	0.008147254	0.01229771	-0.005431335	-0.0005399379	0.004180651	0.01503179	-0.02765238	-0.07268012	-0.006717973	-0.01676582	0.0008428986	0.007581751	-0.01180074	-0.01516239	-0.01809972	0.006467829	0.01355414	0.01916312	-0.002018324	0.01428195	-0.01841001	-0.03745748
NA20755	NA20755	-0.06282565	-0.1926585	0.03807762	0.04241176	0.0782573	0.005008758	0.001773325	0.009603336	-0.0153109	0.00859497	-0.004195747	0.003935114	-0.01030567	0.01720468	-0.006431465	-0.04574677	0.001071611	-0.008926732	0.01601726	-0.006441957	0.008290736	-0.0001498149	-0.01991506	0.001964308	0.01847976	-0.01336191	-0.00984876	0.009056831	-0.000361481	-0.004649292
NA20756	NA20756	-0.06236514	-0.1847587	0.03809535	0.03607747	0.07504681	-0.007376545	0.003284389	0.007994432	-0.003702932	0.009856681	-0.003402775	0.004532171	0.01028586	-0.002736725	-0.01226144	-0.06649022	-0.0006557194	-0.01475551	-0.006629242	0.001573762	0.01771219	-0.004242915	-0.004441889	-0.009827584	-0.005244533	-0.002131108	0.001330382	0.01058755	-0.001951788	0.01078842
NA20757	NA20757	-0.05354947	-0.1774665	0.03772707	0.04271727	0.0854481	0.009147569	-0.001189522	0.01047865	-0.003570767	-0.005197413	-0.001938031	-0.004944768	0.0002457148	-0.00561407	-0.01697465	-0.07601748	0.005393921	0.005140081	-0.00274208	-0.007285678	0.00617792	-0.002461079	0.008940557	0.002414355	-0.006751828	-0.006614663	0.01991438	-0.00604524	0.004292375	-0.0006444176
NA20758	NA20758	-0.06226291	-0.1853861	0.03207737	0.03696057	0.07378645	-0.00186284	0.000296182	0.005323223	-0.009435588	-0.003637965	0.004252604	0.006249868	-0.01010554	-0.00632206	0.003321702	-0.07224741	0.01006487	-0.00613117	-0.001416833	0.004609575	-0.0006814191	0.005557242	-0.008950811	0.0003663966	0.004488859	0.01161009	0.005503863	0.01192432	-0.008037252	-0.01590317
NA20759	NA20759	-0.05688901	-0.1930848	0.03585256	0.03776377	0.07708331	0.002452535	-0.003516976	-0.009065656	0.006944191	-0.01019432	-0.01563925	0.004246456	-0.001284053	0.02201837	0.006239193	-0.06992557	0.0006406716	0.008210054	-0.01476	-0.0033852	0.01082083	-0.01998392	-0.01268947	-0.003937609	-0.007831838	-0.0112419	0.008241072	0.005937902	-0.01576538	0.01446458
NA20760	NA20760	-0.06133522	-0.1891832	0.04794389	0.04371871	0.07362956	0.01095171	-0.009477475	-0.002156152	0.003038677	0.0147793	0.004090612	-0.005797369	0.002642002	0.009361194	0.005912382	-0.04665107	-0.006869617	-0.01978324	-0.004001499	8.939859e-05	0.002887436	0.002534308	-0.008206829	0.006545479	0.0002069895	0.0006817097	0.02539105	-0.0009210194	-0.02019894	-0.01270472
NA20761	NA20761	-0.05802901	-0.1928107	0.03868017	0.03783056	0.07016641	-0.004297701	-0.01047172	0.01263943	-0.01630353	-0.001659998	0.005097711	-0.006636558	-0.005252355	0.01404736	-0.006084403	-0.06866533	0.001444826	0.003068455	0.008321547	-0.01165693	-0.01617618	-0.007092777	-0.01797666	0.00707365	-0.007951783	-0.006692323	0.01452642	0.01452309	-0.001007059	-0.009062263
NA20762	NA20762	-0.05704632	-0.188557	0.04009942	0.04638093	0.08579937	0.002716287	-0.00420432	-0.001100122	-0.008925092	-0.004370557	0.007623318	0.001091034	0.01031745	0.007262039	-0.01617538	-0.0830125	0.01374019	0.01427902	0.007836495	-0.003492584	-0.01268232	0.01007424	0.01251365	0.00974309	0.006231277	-0.0112641	-0.002426816	0.001527443	-0.007594156	0.005234726
NA20763	NA20763	-0.06578839	-0.1853731	0.04167654	0.03928591	0.0717932	0.009426602	0.001887365	-0.01649698	-0.001012463	0.002960891	0.01033226	-0.00513055	-0.002721917	-0.007088976	-0.01022277	-0.08083079	-0.008703573	0.006768671	0.002833069	-0.003323711	-0.02187431	0.004408004	0.003984259	-0.008982741	0.01961272	-0.01325131	0.02455511	0.01706218	-0.008564404	-0.002976033
NA20764	NA20764	-0.06112694	-0.187141	0.04074739	0.03810002	0.07543387	0.003853932	-0.006680706	0.001243224	0.002953025	-0.01614796	-0.0006115836	0.01523042	-0.009912984	-0.007020525	-0.0142551	-0.1035528	-0.01758836	0.003978872	0.005570995	-0.009721227	0.005278644	-0.005010897	-0.02668693	0.03185673	-0.01272017	-0.001757842	-0.009181773	-0.009459877	0.004135564	0.001105562
NA20765	NA20765	-0.05632894	-0.1955907	0.03983246	0.03787743	0.08308478	0.005230073	-0.004021561	0.00615204	-0.009576427	-0.01312102	0.01369268	0.007833705	0.004341256	0.001849094	-0.01804468	-0.09314017	-0.008274216	2.255159e-05	0.004789733	-0.001854059	0.0002852515	0.0005486759	-0.02422763	0.01184647	-0.01021149	0.004352592	-0.01082687	0.01639064	0.001146711	-0.02104875
NA20766	NA20766	-0.0619501	-0.1861567	0.02733338	0.03723501	0.07517297	0.01207454	-0.02180647	0.005968308	0.003939498	0.0106736	0.01152676	0.001049895	-0.003024966	0.01197633	-0.01706734	-0.05121138	-0.005531195	-0.007054516	0.00420037	0.006918747	0.01373955	0.001450362	-0.01236498	0.02783997	-0.01943794	-0.002503089	-0.002744389	-0.001331919	-0.01089341	0.003475896
NA20767	NA20767	-0.05762513	-0.1852654	0.03409499	0.03433803	0.08852348	0.00780522	-0.01166044	-0.007391639	-0.000260123	0.002446214	0.008162999	-0.001384008	-0.006456749	0.002674254	-0.006298925	-0.06359239	-0.003278808	0.01095223	0.01987691	-0.0005232435	-0.003938767	0.02712186	-0.004130098	0.02493317	-0.006525927	0.008438491	0.02003865	0.01796791	0.005467057	0.01015673
NA20768	NA20768	-0.06349459	-0.1867512	0.03691634	0.03671945	0.0832427	-0.002426699	-0.01283401	0.004174079	-0.01537485	0.006489622	0.003702477	0.007105788	-0.01807679	0.003280027	-0.003110338	-0.0653746	-0.01117459	0.02108255	0.009067055	-0.01666004	0.01167735	-0.01245345	0.008748306	0.01312779	-0.01150992	0.00593151	0.01251003	-0.001864466	-0.007154817	0.01065585
NA20769	NA20769	-0.06310774	-0.1887175	0.04250734	0.03507406	0.08325256	0.0006272237	-0.005433249	-0.006413115	-0.003321377	-0.0118274	0.005625979	-0.001811071	0.001230601	0.004423139	0.002492133	-0.07747065	-0.01032941	0.00443064	-0.01774116	-0.0115241	-0.00862891	0.00612604	-0.01937814	0.01027815	0.007378715	-0.007655503	0.001135197	0.007519195	0.0002641611	0.0002777305
NA20770	NA20770	-0.05726039	-0.1901925	0.04908885	0.03339797	0.08707769	0.0001418061	0.006025164	0.001745013	-0.01141101	0.008333766	-0.004331431	-0.002365366	-0.01682844	0.02890262	-0.004424419	-0.08064697	-0.00769135	-0.008754982	0.002768863	-0.007247909	0.02046863	-0.01137227	-0.01054891	-0.002370521	0.002093588	-0.01413764	0.004475894	0.002950365	0.004166842	-0.01526887
NA20771	NA20771	-0.05967531	-0.1817223	0.04394429	0.03685879	0.08873864	-0.0101652	0.001176477	-0.006571593	0.003026647	-0.0005870237	0.001293877	0.004686162	0.004749117	-0.004765215	0.008452135	-0.08013947	0.002901056	0.0114848	0.01040999	-0.00811751	0.004995866	0.00901411	0.01345796	-0.006743084	-0.003559257	6.576758e-05	0.0171855	0.01163891	-0.005371015	0.001201381
NA20772	NA20772	-0.06052598	-0.1926458	0.04541669	0.03251239	0.1008282	-0.008013936	-0.004353155	-0.004109707	-0.0007044714	-0.006939991	-0.005625487	0.01041997	0.008534836	0.01111205	0.003736536	-0.07919342	-0.006224853	-0.01504814	0.01722492	0.01421892	0.005850213	-0.008185072	-0.004404684	0.009584116	0.008355735	7.313843e-05	0.002358543	0.01024143	-0.005546273	0.01091301
NA20773	NA20773	-0.06493732	-0.1899108	0.03541876	0.03205497	0.08355447	0.009893727	0.01125729	0.0003978566	-0.00757424	0.00821634	-0.003042236	-0.006088935	-0.004510558	-0.0007140721	-0.002240798	-0.0361268	-0.006197434	-0.008038071	-0.003682903	-0.007356446	0.01467479	-0.007254465	-0.008688116	0.0265545	0.003535377	0.003902939	-0.005425991	0.008820771	-0.01075226	-4.918732e-05
NA20774	NA20774	-0.06192711	-0.1879989	0.02938775	0.0340887	0.09085872	-0.006604919	0.0009813899	-0.01280827	-0.01203223	0.009505091	-0.002084326	-0.006812103	0.002118983	0.01902799	-0.01456073	-0.07483058	0.01465461	-0.008981536	-0.01313434	-0.006139797	-0.00759832	-0.01104861	-0.003408861	-0.009224818	-0.004151999	-0.01401526	-0.001739397	0.01539881	0.003043148	0.005785142
NA20775	NA20775	-0.06125398	-0.1837443	0.03316871	0.03294065	0.07961149	-0.005506101	-0.00754129	-0.007465437	-0.007089589	0.002719009	0.01114165	0.01622514	0.003558049	-0.01621766	0.009055926	-0.09192886	-0.0119981	-0.0009890043	-0.02328277	-0.009158734	-0.008422889	-0.002713981	-0.01326853	0.01000958	0.007869864	-0.002126755	0.02201633	-0.01295483	0.004579618	-3.41233e-07
NA20778	NA20778	-0.06379089	-0.1876386	0.04174364	0.03514609	0.07692351	-0.0003537791	-0.005395428	0.0007036448	-0.0007992228	-0.006123296	0.01420879	-0.01142723	-0.002041041	0.00546335	-0.001698097	-0.07264022	-0.007406286	-0.01391828	-0.009583515	0.007085289	-0.01581563	-0.00582621	-0.01014932	0.009234858	-0.006706596	0.005777137	0.01863191	-0.001366405	-0.007005129	-0.002584313
NA20783	NA20783	-0.06015444	-0.1832222	0.03299125	0.03881116	0.08707699	0.01242371	0.002273744	-0.02584632	0.001543967	0.005563484	0.007273597	-8.903061e-06	0.006477462	0.005073954	-6.578786e-05	-0.08428681	-0.02031166	0.007284566	-0.00427179	-0.01865618	-0.008438989	0.007993705	-0.005032223	-0.003039162	0.01919978	-0.01362237	0.001378878	0.003337113	-0.003439236	-0.008313444
NA20785	NA20785	-0.06326276	-0.1829254	0.04045162	0.03952824	0.08126915	-0.0001838315	0.007794747	0.006539357	0.002134023	0.002152349	0.007299671	0.01064599	-0.00437419	-0.002496356	-0.01454667	-0.05402954	-0.01596658	0.01177054	-0.004618359	-0.00531212	-0.00572972	-0.0003893098	0.006185085	0.007937921	0.004672013	0.00567311	0.009228098	0.01863366	-5.787881e-05	-0.01397696
NA20786	NA20786	-0.05483776	-0.1908957	0.03205313	0.03692769	0.08809981	0.008071102	-0.008908518	0.00426501	-0.01708447	0.001224513	-0.004133774	0.01321189	0.001778898	0.01432379	-0.02829749	-0.06707185	-0.009929855	0.007180359	-0.001251993	-0.002322058	0.01359129	0.01930847	-0.0197768	0.00448766	-0.008743167	-0.01448916	0.01971535	2.021002e-05	-0.01042778	-0.01720766
NA20787	NA20787	-0.05115584	-0.1896517	0.04446274	0.02777657	0.09295627	0.00401077	0.0114859	0.002005563	-0.0007970504	0.004923963	0.008090652	-0.00137481	-0.0002689844	0.01238945	0.01425397	-0.09391011	0.007245202	0.01133203	-0.01874155	-0.01431271	-0.01169128	-0.00333192	-0.01937404	0.02347924	0.01942901	0.01457028	0.01486505	0.01062025	0.0194394	-0.01089473
NA20790	NA20790	-0.05740805	-0.1875692	0.04360652	0.04132229	0.08151905	-0.004606794	-0.01060872	-0.007634323	-0.001018931	0.01035447	0.0009831661	0.001159526	0.008363434	0.009090313	-0.01387566	-0.07496757	-0.005671957	0.02042145	-0.0003739179	-0.02384948	-0.01001311	0.005625089	-0.00538189	0.02072286	-0.005722405	0.01121322	0.001569472	-0.002591865	0.006651685	-0.005635998
NA20792	NA20792	-0.05885007	-0.1895089	0.04067364	0.03817235	0.0940428	-0.004534193	-0.01299254	-0.00521229	0.01163115	0.00360628	-0.0002055275	-0.00574968	-0.007446195	0.01561837	-0.009838084	-0.04696949	-0.00987894	-0.002363818	0.01396288	-0.03355661	-0.02363825	-0.005882697	-0.01703817	0.009670385	0.005669188	-0.02474551	0.008493039	0.01169482	0.01062868	0.005016101
NA20795	NA20795	-0.05918454	-0.1819785	0.04174836	0.03352824	0.09231563	-0.006879785	-0.009022746	-0.0001017452	-0.003584779	0.009437916	-0.001276321	0.002420301	0.0001229767	-3.706597e-05	-0.0004481606	-0.08857946	0.005726918	-0.009627097	-0.007965893	-0.003667159	-0.001331681	-0.02280428	-0.01383405	0.02192692	0.004147492	-0.01197212	0.03388884	0.02654776	-0.009083125	-0.008792875
NA20796	NA20796	-0.05673776	-0.1848127	0.04003408	0.04162037	0.08611334	-0.003086173	-0.00211976	0.001176579	-0.006505994	-0.009534739	0.003541975	0.003573743	0.009427579	0.009372292	-0.002517444	-0.0788014	-0.01139201	0.003248181	-0.01417778	-0.03001478	0.0125912	-0.005050025	0.00354119	0.008284574	0.008051117	-0.004307806	0.01034756	0.01969467	0.01297666	-0.001520844
NA20797	NA20797	-0.06481701	-0.1843944	0.02610265	0.03591267	0.07481174	-0.001671614	-0.01297991	0.01427001	0.004036338	-0.002191511	0.001047145	-0.01306136	0.004970464	-0.004190744	-0.01567223	-0.06024919	-0.00607342	0.02079231	0.01485638	0.005291475	-0.01506032	0.006166157	-0.007184065	-0.005225818	-0.01068011	-0.0006557779	0.0120513	0.01743598	-0.01470149	-0.0006907135
NA20798	NA20798	-0.06319016	-0.1811453	0.04079035	0.04147777	0.09028754	0.008862951	-0.001616791	0.01166867	-0.007890278	0.02222521	-0.0044506	-0.01151936	-0.001317287	0.003934247	-0.006260805	-0.06925317	-0.01673346	0.01899356	0.00370137	-0.007480403	0.003559866	-0.01316652	-0.003246838	0.01500351	0.002297545	0.006776865	0.02690964	0.003076687	-0.01771425	-0.006446364
NA20799	NA20799	-0.06251533	-0.1865574	0.04347018	0.03847799	0.09682612	0.003810647	0.002159124	-0.0001563788	-0.01552976	0.01516468	-0.003042634	0.008618499	-0.01077719	0.00654248	-0.006958868	-0.0640715	-0.0007494641	0.01621709	-0.003223599	-0.01931098	0.00153461	0.01594396	-0.01838258	0.01658	-0.004796186	-0.0109248	0.00994708	-0.0009153318	-0.004798106	0.003381141
NA20800	NA20800	-0.05513538	-0.1883631	0.03689341	0.0250413	0.09415946	0.005546421	0.009511607	-0.001524335	-0.009658473	-0.005734417	0.02821971	-6.648973e-05	0.009223185	0.003736479	-0.01993279	-0.06122139	-0.004038266	0.01316021	-0.01034651	-0.006831915	0.03026708	0.02370454	-0.02259381	0.007165068	-0.004606258	0.0001018709	0.01765828	0.0003121952	-0.004425045	-0.008260731
NA20801	NA20801	-0.05951396	-0.1925954	0.03905214	0.03390671	0.08155419	0.007576849	-0.01068699	-0.0001515692	0.004750259	0.004488809	-0.003167843	0.00177265	-0.0015239	0.01220799	-0.008346352	-0.09256159	-0.0112927	-0.005590051	0.01009085	0.0005458331	-0.01665967	-0.008318799	0.0007271941	-0.002862964	-0.005202105	0.0170833	-0.001106986	-0.0107034	0.0002676907	0.009407612
NA20802	NA20802	-0.05087475	-0.1829267	0.03557642	0.0418819	0.09074597	0.01445864	0.005564232	-0.0173321	-0.009070503	0.007884837	0.0006463961	0.007359615	-0.002673628	-0.008635178	-0.00148687	-0.07380105	0.001722248	0.01002552	-0.01138263	-0.007716346	0.002244167	-0.0007288864	-0.009668235	0.01431431	0.004264306	0.005708491	0.005276887	0.02980627	-0.004431802	-0.006354148
NA20803	NA20803	-0.0637342	-0.1925201	0.03964245	0.03526279	0.08830052	-0.002044872	0.001169243	-0.00468278	0.008150156	0.00352822	0.004945202	0.0053158	-0.005403903	0.003346404	-0.004740245	-0.08070052	-0.007123991	0.001487525	-0.002609398	-0.004614001	-0.006187816	-0.009962211	0.00189919	-0.006136554	0.007304593	-0.009342537	0.01074286	0.006323586	0.00727336	0.004011953
NA20804	NA20804	-0.06162741	-0.1934094	0.03976646	0.04543531	0.09174006	-0.01644925	-0.00590382	0.009244903	0.002396228	-0.00491746	-0.002261169	0.001300543	0.01454715	0.009718964	-0.000929172	-0.06422291	0.003510021	0.01674186	0.006328077	-0.01411318	0.0103994	0.01169976	0.006511414	0.01622151	0.01781399	-0.009300061	0.01648793	0.009307712	-0.009249409	0.001387051
NA20805	NA20805	-0.05662779	-0.1920628	0.04266309	0.03656509	0.08805129	-0.0001394762	-0.01363217	-0.0002081387	0.007417469	-0.007887006	0.01789197	-0.003891939	-0.003061327	-0.000675068	-0.01080766	-0.08029438	-0.02106696	0.01069019	0.01091561	-0.03026618	-0.003605337	0.0003393169	0.008961974	0.005996986	0.003424282	-0.009888864	0.01934573	0.02366154	-0.01273219	-0.005505552
