FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
NA11930	NA11930	-0.07507875	-0.1933125	0.05748852	0.03326589	-0.0007660328	0.0001078742	-0.0002307572	0.0006873015	0.004490093	0.0007890493	-0.0008805545	0.00144285	-0.006021696	0.03251532	0.01633985	0.03221824	-0.001727412	-0.01342501	0.001420207	0.002731203	-0.001322367	0.01124687	-0.01857165	-0.01339914	0.001611715	0.0006085209	-0.004581173	-0.0004132713	-0.003734666	-0.008716907
NA11931	NA11931	-0.07360022	-0.1977485	0.05314376	0.04060991	0.003089052	-0.002830729	0.005756963	0.006029411	0.002092495	0.01931084	0.009981231	0.003147551	-0.00270613	0.03683203	0.01774709	0.06044042	-0.004047582	0.01222198	-0.007760517	0.006367051	0.02229771	0.001613542	-0.00327146	-0.01332064	-0.009386313	-0.02051463	-0.002341019	-0.01388314	-0.004442774	0.003179852
NA11932	NA11932	-0.06433857	-0.192568	0.04948121	0.03448334	0.009406186	-0.005614104	0.008082162	-0.009269565	0.003072718	-0.01379363	-0.003550177	-0.008290291	0.01453487	0.04141061	0.01615496	0.03471046	0.007664285	-0.01188159	0.01816236	0.00657835	0.003688959	-0.004783854	0.004565923	0.01065958	0.01293028	-0.002276837	-0.001781475	0.002736393	0.02819812	-0.01076517
NA11933	NA11933	-0.0682517	-0.1955038	0.05502171	0.04098913	0.01021817	0.01049887	-0.0125283	0.007451286	-0.006389208	0.00178636	0.005739451	-0.003482251	0.00129373	0.02535394	0.01290329	0.02807635	0.00055796	0.003671724	0.006187054	-0.01346506	0.02013159	-0.001970823	0.005739684	-0.01696698	0.00690476	0.006787685	-0.002022543	0.01642548	-0.02961177	-0.006364722
NA11992	NA11992	-0.06803342	-0.1983603	0.04825825	0.03801409	0.003491162	0.001869393	0.008558633	-0.0002263334	0.009548486	0.003829915	-0.001435015	-0.003948014	-0.00168996	0.04340876	0.01355886	0.03202263	-0.004073374	-0.005289801	-0.01350036	-0.002514461	-0.01074468	-0.02383439	0.004380933	-0.002819963	0.004991846	-0.01125935	0.01257486	-0.002015824	-0.007431994	0.01092
NA11994	NA11994	-0.07678933	-0.193192	0.06057381	0.03523926	0.008877445	0.000182141	0.005122142	0.006967364	0.009630247	0.002190301	0.01120632	0.008950806	-0.008179918	0.05083789	0.0008467643	0.03929547	-0.006307295	0.002849944	-0.001432076	0.007698132	-0.004469487	-0.003185163	6.723082e-05	0.01106906	-0.004128567	-0.0009636545	-0.004884441	0.005624073	0.001476074	0.004197223
NA11995	NA11995	-0.07279434	-0.2072755	0.05742084	0.04203813	6.167865e-05	-0.01668806	-0.004356896	0.01242467	0.008533798	-0.01237102	0.02029741	-0.01117783	-0.005203559	0.04123001	0.02842793	0.03382351	0.01233488	-0.008965666	0.005225105	0.006416149	0.004669836	0.004697239	-0.006618502	-0.01489424	-0.01066689	0.01315726	0.008191831	-0.004953655	-0.003116544	-0.004702451
NA12003	NA12003	-0.07827563	-0.187375	0.05804289	0.03832336	-0.03233443	-0.006652378	0.006385989	0.003340997	0.002857582	0.001626408	-0.00555691	0.007468561	0.00776211	0.02368134	0.03767455	0.04071868	-0.001220633	-0.006910223	0.01893469	0.003159193	0.01010057	-0.01695982	-0.003365277	-0.004141478	0.003968971	0.013796	0.0007266374	0.006102386	0.02182171	-0.00694106
NA12004	NA12004	-0.06758651	-0.1920381	0.05051308	0.03624234	0.007533141	-0.007595685	0.01020998	0.003013068	0.009266186	0.006551348	0.01004158	-0.01128314	-0.005220488	0.04373453	0.01575384	0.04197545	-0.003727296	0.00406071	-0.01821321	0.02101424	-0.01330653	0.008280737	0.005766638	-0.01538524	0.004713952	-0.01650958	0.003529004	0.01233234	0.01010241	-0.01110077
NA12005	NA12005	-0.07378354	-0.2021181	0.05705133	0.03532778	-0.009936703	0.003637316	0.005727092	0.006763278	0.0007725741	-0.01134588	-0.002506749	-0.006461381	-0.0007845966	0.03851568	-0.01268092	0.05619942	0.006752633	0.003613296	0.009559413	-0.008187928	0.002393385	0.001413112	-0.005383988	0.01272198	-0.001825723	-0.003661589	-0.01084157	-0.000166348	0.00290467	-0.005652954
NA12006	NA12006	-0.07907794	-0.197428	0.06236718	0.03344716	0.007535759	-0.001286852	-0.005223795	-0.0004030198	0.004782317	-0.0006216437	-0.01140674	-0.0004172823	-0.01101367	0.03805847	0.0007900051	0.04696983	-0.004331627	0.01313803	0.007491834	-0.01024207	0.0004905629	0.01335118	0.002001895	0.001220155	-0.002488361	-0.003248136	0.001758462	0.01136432	0.01476936	-0.00537132
NA12043	NA12043	-0.07323127	-0.1953057	0.05416669	0.03703796	0.008820903	-0.007051243	0.004967623	0.003030838	-0.002011416	-0.004488364	0.01099827	0.00208297	-0.01131252	0.04102293	-0.006035767	0.0372457	-0.00631772	0.01833594	-0.001074186	0.01626151	-0.006845015	0.002244751	0.003242997	-0.003043528	0.001547497	0.008071677	0.009360515	0.00453531	0.003512811	0.002372343
NA12044	NA12044	-0.07236236	-0.1915037	0.05505547	0.03255958	-0.001052351	-0.002986572	0.00299656	0.001497479	0.01810981	0.002575181	0.006707395	0.005061915	0.006538539	0.05001832	0.005166268	0.05594896	0.004783392	0.01633076	-0.001338362	0.00936734	-0.0009860769	-0.002194268	0.005313	-0.007847785	0.003923414	0.01148304	-0.005338914	0.008259157	0.003039708	0.01136551
NA12045	NA12045	-0.06991713	-0.1907565	0.05829638	0.031334	0.01746131	0.002595782	-0.008479602	0.006569539	0.006558137	0.00621694	7.124698e-05	-0.007013088	-8.300123e-05	0.04748648	0.02994723	0.03922226	0.0002482927	7.112894e-05	0.005784735	-0.01191607	0.005580104	-0.01942656	0.01054056	-0.006824273	-0.007190636	-0.003699068	0.006570742	0.01070677	0.007054672	0.008517043
NA12046	NA12046	-0.07656544	-0.191206	0.05495294	0.03034061	-0.009655492	-0.006902849	-0.001030693	0.002574292	-0.004253312	0.008846692	-0.0008288478	0.005054076	-0.006318954	0.05379938	0.02390756	0.02628179	0.003676929	-0.008896869	0.001221831	-0.007821221	-0.0005903411	0.001209383	0.002726718	-0.00551341	-0.008881822	-0.01008528	0.01419225	0.003385311	0.01258865	-0.008848542
NA12058	NA12058	-0.07511346	-0.197334	0.04744852	0.03924783	0.00112374	0.00238244	-0.00355295	0.004455381	-0.003166968	-0.004374797	-0.004954343	-0.01150416	-0.004769197	0.05076758	0.01835766	0.05391728	-0.01021974	-0.0009122487	0.006603675	-0.0106699	-0.005406267	-0.01414303	0.01497058	-0.01073341	-0.0004668978	0.003835962	-0.00325243	-0.004988922	-0.004993233	0.01146
NA12144	NA12144	-0.0751609	-0.19679	0.04477481	0.03164241	0.02210106	-0.001917074	0.006493536	0.002521096	0.01120676	-0.0005542413	0.004180456	-0.007008732	0.007156176	0.04451279	0.01145091	-0.01640131	-0.007237721	-0.01235438	0.0082073	0.009119922	0.01762216	-0.002695098	0.01801839	0.009231724	0.0006113683	0.01386723	-0.01590454	0.006452858	0.004079031	-0.000530685
NA12154	NA12154	-0.0755208	-0.1976757	0.04811154	0.03978133	-0.01021716	-0.009239782	0.005047459	0.008000659	0.02209428	-0.004417095	-0.006261156	0.01494501	-0.001661824	0.05115513	0.008257512	0.04246027	-0.001126972	-0.01101998	0.008224532	0.006632966	0.01825803	-0.01914174	0.007231433	-0.007741222	-0.01180821	0.0068644	0.003721927	-0.01150066	0.008405637	0.01106016
NA12155	NA12155	-0.07648388	-0.1953024	0.04770321	0.03950989	0.0001485899	-0.0007799334	-0.01650515	-0.01064599	-0.01487494	0.00721617	-0.0004254489	-0.0003088531	0.001072273	0.04107165	0.009740914	0.0407501	-0.006428552	0.007492844	-0.01607813	0.007000162	0.009094838	-0.007053845	0.005349678	-0.01213573	-0.00113886	-0.0004300631	-0.01306782	-0.004385784	0.01370665	0.008222569
NA12156	NA12156	-0.07318689	-0.195733	0.05746213	0.04141384	0.00833528	-0.007870646	-0.007483783	-0.001476443	0.01012161	0.003479359	0.01734576	-0.005229594	-0.01277899	0.05873164	0.001901214	0.06483856	-0.01310209	0.004889439	-0.02017728	0.02256231	0.00402155	0.01391204	-0.0004430476	0.006030953	-0.003417606	-0.01576865	-0.00108856	-0.01383265	-0.001363794	-0.006143726
NA12234	NA12234	-0.07722335	-0.1920092	0.04618409	0.04435281	0.007514285	0.00906155	0.001859046	0.001017716	-0.005275639	0.01886122	-0.003018333	-0.007792691	-0.001162578	0.03279134	0.01654578	0.04361383	0.01023226	-0.0003827584	0.001297759	0.009412426	0.001317546	-0.002538696	0.007246898	-0.007612355	-0.00487845	0.01862158	0.004545506	-0.01462745	-0.001231579	0.002574578
NA12249	NA12249	-0.07943541	-0.1981826	0.05507665	0.03644421	-0.02667097	-0.008257537	0.003365914	0.003217444	0.01509621	-0.003636281	0.002135467	-0.001847664	0.002526439	0.04002779	0.01677585	0.02630692	-0.00958271	-0.02728233	-0.006692509	-0.01168474	0.004870059	-0.003185651	0.01247364	-0.01637469	0.007045225	0.01099447	0.002488155	-0.008760445	0.007112086	-0.01231798
NA12272	NA12272	-0.07352587	-0.1929653	0.05960044	0.03842681	0.01758303	0.001188927	-0.0115469	0.004488524	0.003187728	-0.003276488	0.002445062	-0.004707725	0.006795871	0.03049744	0.02351028	0.04498659	0.01699232	-0.003200213	-0.006004394	-0.001588059	-0.006878255	1.078702e-05	-0.002224402	-0.01077203	-0.00445725	0.01921241	-0.001127541	-0.009286836	0.0007303597	-0.006425449
NA12273	NA12273	-0.06826289	-0.1988541	0.04830057	0.03982312	0.005618617	-0.002010731	0.01799463	-0.0015143	-0.001187528	-0.00861472	-0.002923916	0.002881609	-0.003953716	0.04188378	0.02371209	0.005034192	-0.01461576	0.02001197	-0.004295846	-0.0009580573	0.009833187	0.008836502	-0.003744183	0.0135895	-0.005220446	0.007147194	0.00332413	0.006329808	-0.01759131	-0.02015457
NA12275	NA12275	-0.07535836	-0.1969497	0.06102564	0.03359707	-0.002518692	-0.002348098	0.002485726	-0.005524354	0.006536791	0.01059794	0.004239478	0.007335078	0.002751199	0.04077222	0.0269879	0.02784142	-0.002963246	-0.00602572	-0.009041324	7.635285e-05	-0.002235253	0.003941703	-0.0003933992	0.004426454	0.005717298	-0.01773368	0.001211614	-0.001095497	-0.001711239	-0.003569021
NA12282	NA12282	-0.07528445	-0.1942418	0.05747422	0.02843315	0.01593023	-0.002677769	-0.003679369	-0.002927232	-0.006160846	0.003635545	-0.005054746	-0.0006339891	0.001237905	0.03445694	0.01701316	0.02386695	-0.005682111	-0.004258047	0.001249524	-0.003481589	0.0144149	-0.00210364	0.005560226	-0.004778857	-0.001440391	-0.0112926	0.008094371	0.006237074	-0.009474904	-0.01273788
NA12283	NA12283	-0.07196059	-0.1866221	0.05536187	0.03336278	0.01642023	0.001028273	0.0005218501	-0.0002381555	0.01473651	-0.01282718	0.008709402	-0.002108148	-0.01090501	0.04160473	0.002748956	0.04992002	0.006542272	-0.01161883	-0.01482632	0.00883288	-0.005406167	-0.001559631	-0.005698013	0.02068151	-0.02103217	0.01488168	-0.02412862	-0.0152413	0.003380793	0.002318418
NA12286	NA12286	-0.07428893	-0.1800149	0.04358022	0.04602203	-0.002178057	0.0003294564	-0.01033614	-0.01272081	0.002409639	-0.01327244	-0.005276479	0.005884234	0.006588114	0.01198213	0.004501749	-0.006682527	-0.004963215	0.008683771	-0.006960469	-0.007144057	0.0002820296	-0.01472828	-0.005860798	-0.01731881	0.001754469	0.0004085909	0.0008426157	0.006775652	-0.002632408	-0.005521731
NA12287	NA12287	-0.06868422	-0.2023718	0.05449226	0.03299396	0.003210473	-0.007298201	-0.002439552	-0.01758247	0.006713568	0.003503834	-0.002284	-0.005605451	0.006953227	0.02799943	0.02208853	0.02885992	-0.00594275	0.02650527	0.0141046	0.008038216	0.01137832	-0.007337739	0.009414956	-0.01573826	0.01165577	0.00842206	0.0002800741	-0.008631671	-2.27911e-05	0.01016845
NA12340	NA12340	-0.07727111	-0.1981663	0.05900281	0.03417319	0.003476821	-0.008244032	0.004269611	-0.005824899	-0.001193426	0.004463479	0.01687487	0.002499577	-0.001079407	0.0394081	0.004344695	0.02999381	-0.004559375	-0.001221528	0.001201743	0.005744418	0.01135375	0.005200423	0.0182739	-0.001775597	-0.002006419	-0.002846956	-0.01364727	-0.003379887	-0.006565752	0.004076484
NA12341	NA12341	-0.06644177	-0.1889586	0.04619903	0.03691239	0.0007721975	0.01135355	-0.003923406	-0.007980851	0.004983845	0.01633862	-0.001811161	0.002378598	-0.001609684	0.04032728	0.01459018	0.0394097	-0.004282094	-0.01136795	0.005342896	0.0106935	0.006776081	-0.0006593629	0.013069	0.007246594	0.001041457	0.0005991012	-0.009864941	0.0002927695	0.0065343	0.01405046
NA12342	NA12342	-0.07049563	-0.1964042	0.05588933	0.03562756	0.003925031	-0.007384823	0.002387196	0.00359963	0.007158127	-0.01824956	-0.006909439	-0.01316324	0.0008812088	0.02819494	0.01854832	0.04435811	0.01444914	-0.01293217	-0.01020353	0.000434868	0.00217676	0.01242018	-0.01488788	-0.01513025	0.01282408	-0.02212185	-0.01315239	0.007708592	0.01256066	0.003520463
NA12347	NA12347	-0.07807957	-0.1916487	0.05153449	0.03438579	-0.01733946	0.004519276	0.00367836	0.00105007	-0.00172781	0.003965546	0.01257164	-0.01234567	0.01052596	0.04874416	0.006249409	0.05677552	0.01106157	-0.01150191	-0.007552049	0.005256872	-0.02266705	-0.002974945	0.001593015	-0.02682893	0.01726411	0.01389483	0.01431316	-0.003049195	0.01245941	-0.01113662
NA12348	NA12348	-0.0787173	-0.1850638	0.05631089	0.02732045	-0.002169193	0.005014035	-0.0009409764	-0.008370849	-0.008099551	-0.003123428	0.005022343	0.001152088	-0.001195895	0.05114055	0.001118757	0.03914815	0.007771389	0.007917912	0.004637015	0.001242632	0.01859762	0.002934949	0.01185852	0.002142564	-0.00212951	0.002365104	0.006192605	0.01154347	0.01397025	-0.02003401
NA12383	NA12383	-0.06795395	-0.1977325	0.04202483	0.03919007	0.01656095	-0.01158882	0.002486321	-0.006152141	-0.0009729796	0.01044114	0.001990009	-0.003108123	0.01239037	0.03826746	0.01978903	0.02072391	0.01165303	-0.01811371	0.02268346	0.003714162	0.003380935	-0.01145949	-0.004923221	0.003305256	0.01240296	-0.009370586	0.008080062	0.001159091	-0.003494504	-0.03043209
NA12399	NA12399	-0.07645497	-0.1910576	0.06010453	0.04175262	0.004712491	-0.01174245	0.007360336	0.001960831	0.002181805	0.001586923	0.004596569	-0.01124161	0.004866518	0.04590441	0.02053002	0.05020055	-0.00905842	0.01508722	-0.006954715	-0.01198874	-0.003222715	-0.01920617	0.003355633	0.005701319	0.001704951	0.0004430187	0.006915945	0.005374228	0.01545714	0.006078099
NA12400	NA12400	-0.0770783	-0.2009291	0.05997711	0.03443637	0.01692779	-0.00332911	0.01539745	0.003305367	0.008450256	-0.01016585	0.009525175	-0.01587362	0.002653102	0.03746549	0.007485979	0.04561557	-0.01541343	-0.00144856	-0.00724135	-0.008959664	0.004819285	-0.01404898	-0.003810999	-0.007733521	0.0124105	0.01052354	0.00340441	0.01232909	0.007817765	-0.001718604
NA12413	NA12413	-0.0746589	-0.1932633	0.05160987	0.02870392	0.01540235	0.004473252	0.009655075	0.008771532	0.01585346	-0.0126034	-0.0008001075	-3.961042e-05	-0.001831341	0.03641557	0.004010818	0.01256867	-0.004321077	-0.003052408	-0.004714528	-0.003781009	0.004499709	-0.003345559	-0.008403523	-0.009181726	-0.01174874	-0.006184114	-0.002693348	0.006700113	-0.001925727	-0.00654154
NA12414	NA12414	-0.0725048	-0.1945797	0.05971169	0.03926716	-0.006457366	-0.003705016	-0.003452848	0.01067961	-0.00342639	-0.006612335	0.000646544	-0.005981293	0.008398245	0.04056216	0.02956401	0.0541534	-0.001037619	-0.001533294	0.0003249065	-0.001559844	0.005564072	-0.0169703	0.000923555	0.01092623	0.01087643	-0.002582259	0.005199973	-0.002428568	-0.01840706	0.003007466
NA12489	NA12489	-0.07149541	-0.1975567	0.05188889	0.04198773	-0.001382313	0.004281508	0.005854146	-0.0001194383	-0.001005839	-0.004499408	0.01273288	-0.001108213	-0.004167295	0.06351755	0.01756061	0.05403786	0.002443567	-0.01274592	-0.01177098	0.000867632	-0.01964604	0.01804243	-0.01312562	0.006698221	0.004405032	-0.01577297	0.003918386	-0.0147317	-0.01868806	-0.01584906
NA12546	NA12546	-0.07113246	-0.1917777	0.04682396	0.03773147	0.01298201	-0.001178215	-0.009350219	0.0005670334	2.903709e-05	0.01985265	0.01011656	0.005417596	-0.004806689	0.04066429	0.008258069	0.03367015	0.008777972	-0.01806873	-0.007891312	-0.01351178	-0.00561426	-0.01108062	-0.003517417	0.006141777	-0.001352683	-0.002174177	0.0003755697	0.00830944	0.001702369	-0.03106278
NA12716	NA12716	-0.07775698	-0.2043109	0.05747758	0.0394967	-0.003151911	-0.0007887236	-0.0006755084	0.0008800109	0.003189665	0.006603587	0.004469873	0.006350675	-0.004492168	0.02340239	0.01455906	0.02092266	0.004434567	-0.007073033	0.02262987	0.003209538	0.009805436	0.007007305	-0.007902371	-0.006147431	0.003598533	-0.003429474	0.008309634	-0.004347815	-0.002993013	-0.00843478
NA12717	NA12717	-0.07574503	-0.1930196	0.05511252	0.03472327	-0.002764268	0.006516319	0.008536442	0.00249976	-0.002390456	-0.01889679	0.004021842	-0.001731799	-0.007217903	0.03319399	0.009823197	0.0502126	-0.001418963	-0.0002696278	0.003952164	0.007953853	-0.01051477	-0.01799134	-0.005238453	0.00607508	0.002391086	-0.01066709	-0.003608393	0.01826543	-0.004624622	0.002256612
NA12718	NA12718	-0.07891745	-0.1928547	0.05545774	0.03770765	0.00382477	-0.009172034	0.009579656	0.006307771	-0.002275058	0.003870869	0.001272558	-0.002401114	-0.01420222	0.04227366	0.01783311	0.02841596	-0.001129649	-0.007655803	-0.0008505484	0.01932444	-0.008641683	-0.0005395743	-0.008697523	-0.01835022	0.007804025	-0.006821998	-0.01334853	-0.00865908	0.006386819	0.006958524
NA12748	NA12748	-0.08027157	-0.1969423	0.05334119	0.0462614	-0.003927942	-0.009156625	0.003907649	-0.00222265	0.00597869	-0.008054886	0.006283213	0.004570106	0.004406501	0.03579432	0.003644296	0.055829	-0.00455459	0.00180955	0.009797014	-0.009598397	0.002710964	0.01429205	-0.01066274	0.005065013	-0.00302186	-0.02895498	0.008717498	-0.01685644	-0.009515708	0.009279539
NA12749	NA12749	-0.0749769	-0.2036158	0.05601757	0.04101258	0.01422583	-0.001892729	0.001292214	0.006832176	0.006001513	0.01310429	-0.01067387	-0.001858389	0.004394584	0.03958478	0.0268902	0.0500626	-0.009908446	-0.010198	-0.005740307	-0.002868197	-0.007445731	0.011877	-0.004152817	0.002596252	0.02209656	-0.006082648	-0.0006756681	-0.008101409	0.002021893	0.01018287
NA12750	NA12750	-0.07329895	-0.1897829	0.0540547	0.0372358	0.006184648	0.001402116	0.009637381	0.008025996	0.00361385	-0.0001244116	-0.007947773	-0.004539594	0.0009512274	0.01666738	0.03242594	0.01773048	0.02650093	-0.003380075	-0.01355776	-0.003803396	0.006346954	-0.02336041	-0.01280303	-0.001338725	-0.004234622	-0.01141016	-0.02019296	-0.005257524	-0.007887554	0.0002817507
NA12751	NA12751	-0.06418333	-0.1945742	0.05311369	0.04728365	-0.001659979	-0.001057534	0.004675458	0.002289954	0.01417869	-0.006255239	-0.006362902	0.004926574	-0.00539977	0.03936206	0.03706895	0.04161559	0.0001034825	-0.01330703	0.005416764	0.01224054	-0.01351963	0.003414252	0.008585465	0.000688714	-0.008819354	-0.02078179	-0.003013143	0.003376587	0.00629538	0.002316376
NA12760	NA12760	-0.06837875	-0.1923693	0.04701721	0.04002937	0.01102195	0.009767234	0.002700555	0.008148576	-0.009098137	0.003594313	-0.005035187	-0.008536666	0.0007347318	0.03161971	0.0186234	0.03956197	0.008441781	0.007647008	-0.005936877	-0.004709903	-0.01869174	0.001357862	-0.01785815	-0.01692332	-0.007247662	-0.002946556	0.002798545	-0.0129561	0.001713468	0.01172205
NA12761	NA12761	-0.07789251	-0.1963046	0.05958181	0.03149841	0.0007118317	-0.006773679	0.003993899	0.003878574	0.008799254	0.002147404	0.005853566	-0.002327672	-0.01409188	0.04316841	0.002991984	0.05250184	-0.008312665	0.02012636	-0.007588961	0.02034719	-0.01111183	0.006515251	-0.0011282	0.009700624	0.01209448	0.00274063	0.006876728	-0.005316269	-0.005016777	-0.0109295
NA12762	NA12762	-0.07093441	-0.1949605	0.05754894	0.03282538	0.005637924	-0.0003486742	0.0002992528	0.00142466	0.006648214	-0.002190187	0.003935265	-0.001682723	-0.004845901	0.03317971	0.00976782	0.03763312	0.004686926	0.0101102	0.007590905	0.02493319	0.001238644	-0.0223041	0.004903561	-0.01119798	0.000465096	0.009476198	-0.01521439	0.01428846	0.008667013	0.01374834
NA12763	NA12763	-0.06857892	-0.1931609	0.0553642	0.03812059	-0.001077081	0.009403949	0.008090445	-0.0006572861	0.00207773	-0.0008717327	0.01037641	-0.006028349	-0.001369364	0.03003678	0.003055993	0.01872079	0.01167035	-0.0009349943	0.005558609	0.004327617	-0.008865341	-0.001161834	0.01577508	0.008374405	0.01013851	0.001680578	0.006020842	-0.008163335	0.005859108	-0.005005531
NA12775	NA12775	-0.07890575	-0.1944838	0.04524386	0.03199673	0.001204873	-0.004065687	0.005326977	0.003107578	-0.001598277	-0.01357151	0.00176646	-0.01312006	-0.00373268	0.03507338	0.01105246	0.04377246	0.01363175	0.005848924	0.01113521	0.001453329	0.009507889	-0.02003258	-0.008610572	0.01524688	-0.02839324	0.0008026862	0.0005523069	-0.01054862	-0.0109046	0.005858887
NA12776	NA12776	-0.07455145	-0.1855754	0.05689316	0.03586653	-0.01077187	0.004407882	-0.01053731	0.003698094	0.006732848	-0.006518122	-0.0009514208	0.0005554625	0.009742214	0.04275122	0.02660077	0.04375407	-3.83912e-05	0.01196477	0.01910587	0.003869039	-0.001703476	-0.01030642	0.01078177	0.002797662	-0.00294467	-0.02759306	0.004720451	-0.01044472	-0.0008539368	-0.01466745
NA12777	NA12777	-0.0749002	-0.1933746	0.05193027	0.03932594	0.00983315	0.009545618	0.003233816	-0.001080245	-0.003291032	0.007329261	0.009698402	-0.004504013	-0.0009421973	0.05019151	0.001009135	0.04598635	0.01709222	-0.009317951	0.002006895	-0.005082614	-0.001850508	0.01266058	0.005360401	0.01095227	-0.01035945	-0.000714669	0.006748966	0.00205391	-0.008464185	0.01620726
NA12778	NA12778	-0.07573722	-0.1967229	0.05121659	0.03129316	0.0001577503	0.005513109	-0.01415742	0.01012012	0.008573481	-0.001907461	-0.007021842	0.008049367	-0.005643875	0.04394154	0.02461379	0.03012289	0.007611626	0.006049006	0.003847788	-0.004082385	0.006365924	0.000159966	0.004191442	0.01907106	-0.01028215	-0.006117254	0.01041966	0.01314773	0.004022645	-0.007257926
NA12812	NA12812	-0.07091208	-0.1977717	0.0606897	0.03770544	0.0007086297	0.005497934	0.01042845	0.009211619	0.001290886	-0.002959141	0.01711053	-0.01316574	-0.009022628	0.05733236	0.007253268	0.03342798	0.01268233	0.002597875	-0.001593326	0.002594788	-0.009394977	-0.004851435	-0.006547638	0.01913744	0.01787028	-0.001258964	0.008436704	0.01580109	0.01087521	-0.02853501
NA12813	NA12813	-0.07816739	-0.1998655	0.05866953	0.03422051	0.02124203	0.00659285	0.004375168	0.009905304	0.00383009	-0.01171463	0.01018436	-0.01044163	-0.005082988	0.02850252	0.009719401	0.0569079	-0.0008778158	0.0123026	0.01920037	-0.02353389	0.009088756	-0.0002279125	0.002749174	-0.01006406	-0.005192013	0.00134318	0.00657545	0.009453787	-0.01163545	0.0147003
NA12814	NA12814	-0.06763635	-0.1988754	0.05594588	0.03433392	0.002746092	0.003554002	0.0101033	0.004570946	0.00293845	0.008003987	0.003175462	-0.01365041	-0.007180452	0.03474522	0.01275398	0.02770134	-0.005019848	0.01975696	0.0205133	0.01491655	-0.005405778	-0.0004826259	0.002350922	-0.002412127	-0.006379106	-0.01431418	-0.0012124	-0.007557602	-0.001779857	-0.005472935
NA12815	NA12815	-0.07100984	-0.1902104	0.04544199	0.03742713	-0.0117964	-0.001967047	0.003001791	0.002737891	0.004851883	-0.008975668	0.002041625	-0.02339417	0.004507244	0.04333588	0.01488089	0.04419723	-0.002816062	0.01953448	0.003801686	0.004152738	-0.01402725	0.0009046855	0.008021634	0.002563199	-0.007493178	0.001257788	0.02174587	0.01233431	0.00665848	-0.002174124
NA12827	NA12827	-0.07125865	-0.1966096	0.05684299	0.03638324	0.002973769	-0.001510408	0.000623166	-0.0001591117	-0.002459219	-0.002895141	0.005313022	-0.01518112	-0.005409099	0.03137498	0.01315073	0.05781954	0.01644297	0.02013757	0.006746265	0.01442796	-0.008464211	-0.006435743	0.01340244	0.003428771	-0.01707709	0.005869912	-0.007051377	-0.007881686	0.0117121	0.01952319
NA12828	NA12828	-0.07426939	-0.1909245	0.05147654	0.0343581	0.004172108	-0.001144529	0.00244229	0.0102448	0.004108769	-0.001257342	-0.002815057	-0.003336528	0.006794096	0.03200891	-0.0001617352	0.009704631	0.008176166	-0.0007210527	0.008449724	0.004051889	0.007348893	-0.005132142	0.01260195	0.009188966	-0.002644752	-0.01758279	0.00424721	-0.00443657	-0.01031164	-0.007801747
NA12829	NA12829	-0.07176756	-0.1912752	0.0537687	0.03516414	0.01882413	-0.004383532	0.003704973	-0.007474565	0.0007869501	0.003431525	0.01114699	-0.006619383	-0.008125959	0.04371847	0.01154682	0.01833792	-0.003338141	0.009964794	-0.0008019321	-0.008015007	0.003678264	0.002719436	-0.01722784	0.01225287	0.008825062	0.02153036	0.001189294	-0.007954732	-0.014952	-0.003655774
NA12830	NA12830	-0.07452808	-0.1989454	0.04583851	0.03015364	0.01340845	-0.009341853	0.01760543	0.005715687	-0.0004839039	-0.008082478	0.002340289	0.002966648	0.003886333	0.04287382	0.006016436	0.01994417	-0.003702532	-0.008733201	-0.01306056	0.01316304	-0.003298402	-0.02318657	-0.02641955	-0.003037572	0.003241995	-0.0006013102	0.00494662	-0.006451658	0.0004874319	-0.003604166
NA12842	NA12842	-0.07447926	-0.1969519	0.06267133	0.03806487	-0.003152871	-0.008283822	0.006922237	-0.009110439	0.004088561	-0.004723525	0.01172896	-0.005052113	-0.01146891	0.05434131	0.009623163	0.03257506	0.002450811	0.009896941	-0.01068492	0.01341118	0.0001003262	-0.0004011015	-0.0005642287	-0.001007864	0.003221214	-0.004509075	-0.002663378	-0.01289526	-0.004876893	0.004933596
NA12843	NA12843	-0.08124861	-0.1937369	0.05133418	0.03821213	-0.01007693	-0.007417816	0.01091223	0.006711546	0.003788541	-0.01524993	0.00600994	-0.01319412	-0.007036084	0.03646061	0.03225331	0.04765797	0.02011296	-0.01697296	-0.006224379	-0.01418409	0.002742405	-0.005845904	0.01004896	0.002048877	-0.004011308	0.008345021	0.004894641	-0.01631226	0.001228054	-0.004126071
NA12872	NA12872	-0.07281482	-0.1864903	0.05214182	0.03349757	-0.00441458	0.01247359	-0.005145717	0.002573098	-0.00415281	-0.001580956	0.004831059	0.004594122	-0.0114461	0.03609328	0.03112606	0.03750732	-0.0108735	-0.0004008352	-0.0007436571	0.009208502	-0.0159385	0.003453159	0.009060277	0.01069823	0.004890804	-0.01282152	-0.00193628	-0.02243839	0.008913036	0.008091145
